4.98914e-05	10	30	0	0.5	0	0
4.98914e-05	20	30	0	-0.5	0	0
4.98914e-05	-30	-10	-10	0.1	0	0
4.98914e-05	-30	-10	-9	1.9	0	0
4.98914e-05	-30	-10	-8	0.4	0	0
4.98914e-05	-30	-10	-7	-1	0	0
4.98914e-05	-30	-10	-6	0.8	0	0
4.98914e-05	-30	-10	-5	1.5	0	0
4.98914e-05	-30	-10	-4	-0.9	0	0
4.98914e-05	-30	-10	-3	-0.7	0	0
4.98914e-05	-30	-10	-2	0.9	0	0
4.98914e-05	-30	-10	-1	1.9	0	0
4.98914e-05	-30	-10	0	-0.8	0	0
4.98914e-05	-30	-10	1	1.2	0	0
4.98914e-05	-30	-10	2	1.8	0	0
4.98914e-05	-30	-10	3	1.2	0	0
4.98914e-05	-30	-10	4	-1	0	0
4.98914e-05	-30	-10	5	0.8	0	0
4.98914e-05	-30	-10	6	0.2	0	0
4.98914e-05	-30	-10	7	1	0	0
4.98914e-05	-30	-10	8	1.1	0	0
4.98914e-05	-30	-10	9	0.7	0	0
4.98914e-05	-30	-9	-10	-0.9	0	0
4.98914e-05	-30	-9	-9	-0.4	0	0
4.98914e-05	-30	-9	-8	1.2	0	0
4.98914e-05	-30	-9	-7	1.7	0	0
4.98914e-05	-30	-9	-6	0.1	0	0
4.98914e-05	-30	-9	-5	0.1	0	0
4.98914e-05	-30	-9	-4	-0.3	0	0
4.98914e-05	-30	-9	-3	1.2	0	0
4.98914e-05	-30	-9	-2	-0.5	0	0
4.98914e-05	-30	-9	-1	0.5	0	0
4.98914e-05	-30	-9	0	-0.5	0	0
4.98914e-05	-30	-9	1	-0.2	0	0
4.98914e-05	-30	-9	2	-0.4	0	0
4.98914e-05	-30	-9	3	0.1	0	0
4.98914e-05	-30	-9	4	-0.9	0	0
4.98914e-05	-30	-9	5	0.6	0	0
4.98914e-05	-30	-9	6	-0.4	0	0
4.98914e-05	-30	-9	7	-0.8	0	0
4.98914e-05	-30	-9	8	0.9	0	0
4.98914e-05	-30	-9	9	0.8	0	0
4.98914e-05	-30	-8	-10	-0.9	0	0
4.98914e-05	-30	-8	-9	1.1	0	0
4.98914e-05	-30	-8	-8	0	0	0
4.98914e-05	-30	-8	-7	1.1	0	0
4.98914e-05	-30	-8	-6	-0.4	0	0
4.98914e-05	-30	-8	-5	0	0	0
4.98914e-05	-30	-8	-4	0	0	0
4.98914e-05	-30	-8	-3	0	0	0
4.98914e-05	-30	-8	-2	1.3	0	0
4.98914e-05	-30	-8	-1	-0.9	0	0
4.98914e-05	-30	-8	0	1.8	0	0
4.98914e-05	-30	-8	1	1.4	0	0
4.98914e-05	-30	-8	2	-0.2	0	0
4.98914e-05	-30	-8	3	0.2	0	0
4.98914e-05	-30	-8	4	1.2	0	0
4.98914e-05	-30	-8	5	0.1	0	0
4.98914e-05	-30	-8	6	0.5	0	0
4.98914e-05	-30	-8	7	1.1	0	0
4.98914e-05	-30	-8	8	1.6	0	0
4.98914e-05	-30	-8	9	0.2	0	0
4.98914e-05	-30	-7	-10	1.8	0	0
4.98914e-05	-30	-7	-9	-0.9	0	0
4.98914e-05	-30	-7	-8	1.1	0	0
4.98914e-05	-30	-7	-7	-0.6	0	0
4.98914e-05	-30	-7	-6	0.2	0	0
4.98914e-05	-30	-7	-5	1.2	0	0
4.98914e-05	-30	-7	-4	0.3	0	0
4.98914e-05	-30	-7	-3	0.8	0	0
4.98914e-05	-30	-7	-2	0.6	0	0
4.98914e-05	-30	-7	-1	-0.8	0	0
4.98914e-05	-30	-7	0	1.8	0	0
4.98914e-05	-30	-7	1	0.7	0	0
4.98914e-05	-30	-7	2	1.4	0	0
4.98914e-05	-30	-7	3	-0.2	0	0
4.98914e-05	-30	-7	4	-0.2	0	0
4.98914e-05	-30	-7	5	-1	0	0
4.98914e-05	-30	-7	6	0.1	0	0
4.98914e-05	-30	-7	7	0	0	0
4.98914e-05	-30	-7	8	0	0	0
4.98914e-05	-30	-7	9	-0.6	0	0
4.98914e-05	-30	-6	-10	-0.6	0	0
4.98914e-05	-30	-6	-9	-1	0	0
4.98914e-05	-30	-6	-8	1.8	0	0
4.98914e-05	-30	-6	-7	-0.6	0	0
